0	0	4	0	0
0	0	0	8	0
0	0	0	0	1
39	0	0	0	0
0	49	0	0	0
0	0	4	0	0
0	0	0	7	0
0	0	0	0	5
6	0	0	0	0
0	49	0	0	0
0	0	3	0	0
0	0	0	2	0
0	0	0	0	1
1	0	0	0	0
0	21	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	1
10	0	0	0	0
0	1	0	0	0
0	0	0	0	0
0	0	0	2	0
0	0	0	0	8
8	0	0	0	0
0	16	0	0	0
0	0	2	0	0
0	0	0	1	0
0	0	0	0	5
6	0	0	0	0
0	52	0	0	0
0	0	3	0	0
0	0	0	0	0
0	0	0	0	3
40	0	0	0	0
0	15	0	0	0
0	0	1	0	0
0	0	0	3	0
0	0	0	0	33
17	0	0	0	0
0	49	0	0	0
0	0	6	0	0
0	0	0	4	0
0	0	0	0	7
20	0	0	0	0
0	47	0	0	0
0	0	3	0	0
0	0	0	5	0
0	0	0	0	12
12	0	0	0	0
0	44	0	0	0
0	0	2	0	0
0	0	0	1	0
0	0	0	0	9
30	0	0	0	0
0	51	0	0	0
0	0	5	0	0
0	0	0	4	0
0	0	0	0	13
13	0	0	0	0
0	49	0	0	0
0	0	5	0	0
0	0	0	1	0
0	0	0	0	7
9	0	0	0	0
0	52	0	0	0
0	0	1	0	0
0	0	0	1	0
0	0	0	0	7
13	0	0	0	0
0	15	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	13
3	0	0	0	0
0	13	0	0	0
0	0	0	0	0
0	0	0	1	0
0	0	0	0	2
17	0	0	0	0
0	6	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	17
31	0	0	0	0
0	17	0	0	0
0	0	5	0	0
0	0	0	4	0
0	0	0	0	13
7	0	0	0	0
0	49	0	0	0
0	0	3	0	0
0	0	0	1	0
0	0	0	0	3
21	0	0	0	0
0	50	0	0	0
0	0	5	0	0
0	0	0	6	0
0	0	0	0	5
34	0	0	0	0
0	52	0	0	0
0	0	5	0	0
0	0	0	1	0
0	0	0	0	25
18	0	0	0	0
0	49	0	0	0
0	0	2	0	0
0	0	0	1	0
0	0	0	0	15
2	0	0	0	0
0	27	0	0	0
0	0	1	0	0
0	0	0	0	0
0	0	0	0	1
24	0	0	0	0
0	5	0	0	0
0	0	6	0	0
0	0	0	6	0
0	0	0	0	1
27	0	0	0	0
0	49	0	0	0
0	0	5	0	0
0	0	0	1	0
0	0	0	0	21
30	0	0	0	0
0	52	0	0	0
0	0	1	0	0
0	0	0	0	0
0	0	0	0	29
24	0	0	0	0
0	33	0	0	0
0	0	5	0	0
0	0	0	6	0
0	0	0	0	5
5	0	0	0	0
0	49	0	0	0
0	0	0	0	0
0	0	0	1	0
0	0	0	0	4
34	0	0	0	0
0	8	0	0	0
0	0	4	0	0
0	0	0	5	0
0	0	0	0	13
5	0	0	0	0
0	51	0	0	0
0	0	3	0	0
0	0	0	1	0
0	0	0	0	1
37	0	0	0	0
0	51	0	0	0
0	0	1	0	0
0	0	0	2	0
0	0	0	0	34
35	0	0	0	0
0	50	0	0	0
0	0	3	0	0
0	0	0	5	0
0	0	0	0	17
15	0	0	0	0
0	49	0	0	0
0	0	0	0	0
0	0	0	1	0
0	0	0	0	14
11	0	0	0	0
0	18	0	0	0
0	0	1	0	0
0	0	0	3	0
0	0	0	0	7
5	0	0	0	0
0	23	0	0	0
0	0	1	0	0
0	0	0	1	0
0	0	0	0	3
24	0	0	0	0
0	11	0	0	0
0	0	0	0	0
0	0	0	3	0
0	0	0	0	21
2	0	0	0	0
0	33	0	0	0
0	0	1	0	0
0	0	0	0	0
0	0	0	0	1
6	0	0	0	0
0	5	0	0	0
0	0	2	0	0
0	0	0	3	0
0	0	0	0	1
39	0	0	0	0
0	21	0	0	0
0	0	4	0	0
0	0	0	7	0
0	0	0	0	5
34	0	0	0	0
0	49	0	0	0
0	0	1	0	0
0	0	0	2	0
0	0	0	0	31
9	0	0	0	0
0	43	0	0	0
0	0	3	0	0
0	0	0	2	0
0	0	0	0	4
35	0	0	0	0
0	24	0	0	0
0	0	2	0	0
0	0	0	3	0
0	0	0	0	29
5	0	0	0	0
0	49	0	0	0
0	0	0	0	0
0	0	0	1	0
0	0	0	0	4
28	0	0	0	0
0	51	0	0	0
0	0	1	0	0
0	0	0	1	0
0	0	0	0	26
10	0	0	0	0
0	34	0	0	0
0	0	5	0	0
0	0	0	3	0
0	0	0	0	2
7	0	0	0	0
0	34	0	0	0
0	0	2	0	0
0	0	0	0	0
0	0	0	0	5
19	0	0	0	0
0	13	0	0	0
0	0	2	0	0
0	0	0	0	0
0	0	0	0	17
23	0	0	0	0
0	25	0	0	0
0	0	5	0	0
0	0	0	3	0
0	0	0	0	15
11	0	0	0	0
0	47	0	0	0
0	0	6	0	0
0	0	0	3	0
0	0	0	0	2
22	0	0	0	0
0	38	0	0	0
0	0	2	0	0
0	0	0	3	0
0	0	0	0	17
15	0	0	0	0
0	37	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	15
8	0	0	0	0
0	15	0	0	0
0	0	2	0	0
0	0	0	2	0
0	0	0	0	4
2	0	0	0	0
0	52	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	2
36	0	0	0	0
0	2	0	0	0
0	0	5	0	0
0	0	0	7	0
0	0	0	0	1
31	0	0	0	0
0	49	0	0	0
0	0	1	0	0
0	0	0	3	0
0	0	0	0	27
10	0	0	0	0
0	43	0	0	0
0	0	2	0	0
0	0	0	5	0
0	0	0	0	3
4	0	0	0	0
0	31	0	0	0
0	0	1	0	0
0	0	0	1	0
0	0	0	0	2
23	0	0	0	0
0	10	0	0	0
0	0	1	0	0
0	0	0	0	0
0	0	0	0	22
5	0	0	0	0
0	26	0	0	0
0	0	0	0	0
0	0	0	4	0
0	0	0	0	1
36	0	0	0	0
0	17	0	0	0
0	0	5	0	0
0	0	0	4	0
0	0	0	0	13
40	0	0	0	0
0	49	0	0	0
0	0	2	0	0
0	0	0	6	0
0	0	0	0	17
14	0	0	0	0
0	52	0	0	0
0	0	3	0	0
0	0	0	3	0
0	0	0	0	8
2	0	0	0	0
0	32	0	0	0
0	0	1	0	0
0	0	0	0	0
0	0	0	0	1
3	0	0	0	0
0	5	0	0	0
0	0	0	0	0
0	0	0	1	0
0	0	0	0	2
18	0	0	0	0
0	6	0	0	0
0	0	1	0	0
0	0	0	7	0
0	0	0	0	10
30	0	0	0	0
0	42	0	0	0
0	0	3	0	0
0	0	0	2	0
0	0	0	0	25
34	0	0	0	0
0	45	0	0	0
0	0	5	0	0
0	0	0	5	0
0	0	0	0	9
8	0	0	0	0
0	51	0	0	0
0	0	4	0	0
0	0	0	3	0
0	0	0	0	1
9	0	0	0	0
0	29	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	9
